effect,group,term,estimate,std.error,statistic,df,p.value,warnings,n_subj,n_ingroup,beta_0,beta_1,omega_0,tau_0,tau_1,rho,sigma,n_outgroup
ran_pars,subj_id,cor__(Intercept).X_i,0.7792948339977275,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,43.08857394375471,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,201.82560722182845,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),783.8060546526033,23.143717933512004,33.866903187480325,60.184512954503525,6.802641166598192e-41,,30,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,136.0087144108034,37.791343804179725,3.5989382943233905,39.90786730829559,8.722380175999782e-4,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),113.51836287194084,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),73.21861601111206,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,3.692064976115753,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,204.27144990445487,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),777.345507449891,17.79574015224561,43.68154967422354,66.64064822871174,9.035581254898602e-51,,30,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,105.47470857889226,29.227348101309953,3.6087676587450965,55.11607904821319,6.641067087878772e-4,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),91.83729605843334,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),60.636573403594944,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.13617929287418234,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,48.28776594151846,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,195.371904897197,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),778.4576003423489,27.72403011990186,28.07880373003665,29.416497987239826,8.542367527884817e-23,,40,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,138.98953916761633,49.96105902962016,2.7819574257866373,20.453949790062637,0.011350303133559702,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),78.49803964977903,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,-0.2496177706191127,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,38.89177696647785,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),105.99992282726804,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,205.473323618274,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),811.4143951869438,21.247114057507865,38.18939329787346,46.042329322695295,1.641353902223847e-36,,40,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,103.18960192022925,37.98146957458219,2.7168406877359317,32.84790713681865,0.010432440092536978,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),66.48219484925562,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,0.213457533825367,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,56.15009569049999,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),96.08562808191428,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,199.58317316905294,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),760.5654156342083,22.279058470482365,34.13813095566337,68.6432699215931,8.501833780550346e-45,,40,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,93.14580142509254,35.557815281123496,2.6195591795691864,40.42418824824813,0.012340354539425604,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),107.24714074599254,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),85.49484111355521,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,-1,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,19.868797593241542,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,204.2489459482072,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),817.752247176197,20.61907742833948,39.65998236430568,76.47494784966749,9.279138280121415e-53,,40,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,139.56762185308875,27.958975482332274,4.991871820957237,49.70720501123806,7.733285418432553e-6,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),93.31316491203589,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),95.85838606420991,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,-1,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,0.27654451529483876,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,206.29427819000136,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),785.888779724775,26.539803661406935,29.611702850220453,27.861983578291074,1.3340720834544195e-22,,50,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,100.63802328537074,48.87571123558201,2.059060026774715,20.58469947512824,0.05236443586059029,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),76.51961600664653,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,0.35307320118211316,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,44.61533701780745,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),104.5899953410473,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,200.7555464686843,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),807.9966723865032,18.742223254252075,43.11103658437063,57.17176655250609,2.691200725879273e-45,,50,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,110.803171606167,29.930264750788027,3.7020444867013644,30.425442647530435,8.467805877679037e-4,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),80.50952373265342,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,21.540300527155974,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),76.23326189864396,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,204.63964775486625,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),746.26240838344,21.3808384469255,34.90332758633,74.26628971819667,8.103220109070245e-48,,50,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,73.3469050576934,34.77998138441587,2.1088828152897894,43.642659931502514,0.040729308412184605,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),92.2100260868974,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,0.41387683510742107,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,55.362987275764326,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),103.26211073169532,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,202.53338813869905,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),800.024047712979,16.22907901093973,49.2957146350509,88.2050614852337,5.488826548515981e-66,,50,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,105.98452463834955,23.55588936103977,4.499279267869313,51.14366402541116,3.952462846570462e-5,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),77.43812847060785,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),79.97887750760631,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.6790225625527944,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,25.571047305868472,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,196.96010874782624,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),801.6030680614043,52.1898529752951,15.359366282193895,19.485812421266516,2.395719528733082e-12,,10,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,139.19873841757837,68.70445931965058,2.026050998668805,19.70329548159566,0.056515023020541816,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),140.83842750517869,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),124.31024891272112,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,7.996818099056681,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,193.2375853720361,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),737.6669005252064,31.969419383428715,23.074141312293417,19.33000653467591,1.558603139467454e-15,,10,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,122.64383748114818,45.64161033798265,2.687105835507403,25.15354236069727,0.012592480580707383,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),102.30781000252165,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),74.25362917559487,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,0.49607155823030186,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,44.768523505776614,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,191.1444727595925,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),833.4012125050951,27.21105465724357,30.62730287387976,15.819256130923371,1.6490831765066275e-15,,10,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,88.14048643872954,37.990011553525655,2.3200963314934735,26.600828628274016,0.028258274477729897,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),82.1965017439935,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),69.52461642630823,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,0.9999999787383843,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,64.41614015828128,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,187.7952546399524,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),834.0442211944546,21.540448226956173,38.7199102083082,12.797048664095549,1.2047089704069208e-14,,10,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,108.74591920908284,27.2080870827071,3.996823403222622,16.69672847787271,9.635020512682996e-4,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),54.93775409763664,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),56.44933994706201,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.916554012075417,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,39.865719059246956,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,206.12493209995816,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),782.5685440278211,28.320989975204967,27.632104128879675,30.52483027113604,3.6701415164383226e-23,,20,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,16.003358117484467,42.64730638957281,0.37524897753911274,20.020631307360127,0.711421341887149,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),81.0623091036336,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),86.1305319054672,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,0.4129614290421452,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,43.39874533836276,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,202.58346329261076,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),770.7683835667758,23.75407738857237,32.44783499516498,31.025736600944473,1.6522532170818083e-25,,20,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,68.3385845172339,33.53944577472802,2.037558550497189,32.475754232765944,0.049809956627137074,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),66.77162868339315,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),84.07771806681289,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,0.44685995109049514,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,75.05760289421421,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,193.1652850515281,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),818.9774909348671,20.814399074724,39.34667957478502,39.864178680773456,1.6119910449189945e-33,,20,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,85.66069653676578,30.756184447572334,2.7851535577433175,37.723439474816786,0.008321433454848247,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),83.4046736877095,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),64.60270277662731,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,0.2528663497855817,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,30.882968644446077,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,201.30625169778904,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),775.5089651864942,24.956445254803345,31.074496278160154,28.986254057235833,8.307507191623521e-24,,20,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,87.50510742524415,28.656308555926838,3.053607105551141,46.48963501351161,0.0037342874669318423,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),76.21950802271611,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),96.57596958318095,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.7706497039648778,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,62.49335344094155,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,200.72368232210502,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),802.1231589048842,20.857520798361605,38.4572628098682,36.3270447738705,4.944310172351143e-31,,30,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,198.35779764843102,29.964495336257393,6.619761001227868,19.837106563837434,1.9845989190116137e-6,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),79.58728899206129,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,-1,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,8.26648877280699,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),55.9701897273603,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,200.89576597537263,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),816.8545517939085,23.753590936400276,34.38867638922548,44.781208840599184,7.704664562593972e-34,,30,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,88.15226912135441,41.018126766713685,2.149105190071483,29.93118578391188,0.039834995068544946,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),105.8024087113203,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),66.3304286228562,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,-0.5855338460990194,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,19.11896607590282,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,199.98377590241725,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),779.6816548257046,21.23808681219992,36.71148261706075,52.90871775523499,2.55222748351563e-39,,30,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,77.30158700574778,28.11898001804846,2.7490892968425933,40.941562798736534,0.008851928229075188,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),78.78589490533768,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),88.8736478492787,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,0.5837365862229851,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,34.46233411578091,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,197.76265918645785,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),820.7326953073409,24.1375199365619,34.00236219232076,63.06819017698355,2.81818863589491e-42,,30,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,129.89974580427787,33.27090180791216,3.9043049254945768,51.34121097615347,2.767875341691767e-4,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),109.88336464215003,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),97.12384725544896,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.6910005180178374,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,32.037006626751065,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,200.117722839533,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),824.2832040862876,21.697540570501943,37.98970677842217,36.120307449638744,1.0150019717406988e-30,,40,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,173.98069363520807,35.777459855544535,4.862857629850594,20.441890387407287,8.898268251872902e-5,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),78.93274336731686,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,28.235696577080816,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),72.44914877138824,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,205.09482594424827,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),806.8036679671579,21.26148691516996,37.94671892827532,54.62040651263868,6.164104302956291e-41,,40,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,46.69703365580336,33.82825403666504,1.3804151288798525,30.14791071392869,0.17760906540934468,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),82.30182712574926,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,0.10558246375985289,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,23.243530383315587,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),86.4718660915656,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,200.39441996053532,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),784.0717805793039,21.583966601146244,36.326584221904085,69.9635518824621,3.819877704953375e-47,,40,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,104.39699687813301,29.920331032022787,3.4891658373164454,41.49942754932988,0.001161643081623524,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),87.28783277969696,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),99.93633825086829,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,0.27958551507047763,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,34.91871842290369,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,202.80701321281296,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),797.7517002820795,18.312206213233416,43.56393167446858,78.13687206805648,1.4215022323907542e-56,,40,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,115.31227995775498,28.180193729270272,4.09196193133272,55.33419487529494,1.4018761550063386e-4,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),90.11151492498307,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),77.88481653117509,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.0851745755885612,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,48.736104745753615,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,206.32051668271293,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),822.1142901513923,23.883934629922557,34.42122509921047,32.78822542903989,2.5765588489172647e-27,,50,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,103.3911113675158,41.44779694637596,2.494489912245045,20.092375444742498,0.02144041521900503,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),84.48630058522356,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,18.954335926750613,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),87.55486016358746,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,210.6916153092566,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),789.3098814505526,24.281378599392838,32.50679850073626,45.45259573833052,4.082041094802167e-33,,50,15,800,100,100,80,40,0.2,200,15
